지역,날짜,시간,기온,풍속,습도,강수량,체감온도,온도지수,forecast_base_time,forecast_target_time,collected_at
양구,4/3,13,17.0,3.6,35.0,0.0,16.7,13.7,2026-03-31 23:00:00,2026-04-03 13:00:00,2026-04-01 17:36:21
양구,4/3,14,18.0,4.2,30.0,0.0,17.8,14.8,2026-03-31 23:00:00,2026-04-03 14:00:00,2026-04-01 17:36:21
양구,4/3,15,18.0,3.8,30.0,0.0,17.9,14.9,2026-03-31 23:00:00,2026-04-03 15:00:00,2026-04-01 17:36:21
양구,4/3,16,18.0,3.8,35.0,0.0,17.9,14.9,2026-03-31 23:00:00,2026-04-03 16:00:00,2026-04-01 17:36:21
양구,4/3,17,18.0,3.3,40.0,0.0,18.0,15.0,2026-03-31 23:00:00,2026-04-03 17:00:00,2026-04-01 17:36:21
양구,4/3,18,17.0,1.5,45.0,0.0,17.6,14.6,2026-03-31 23:00:00,2026-04-03 18:00:00,2026-04-01 17:36:21
양구,4/3,19,14.0,1.6,50.0,0.0,14.1,11.1,2026-03-31 23:00:00,2026-04-03 19:00:00,2026-04-01 17:36:21
양구,4/3,20,13.0,2.7,55.0,0.0,12.3,9.3,2026-03-31 23:00:00,2026-04-03 20:00:00,2026-04-01 17:36:21
양구,4/3,21,12.0,1.2,60.0,0.0,12.2,9.2,2026-03-31 23:00:00,2026-04-03 21:00:00,2026-04-01 17:36:21
양구,4/3,22,11.0,0.8,60.0,0.0,11.7,8.7,2026-03-31 23:00:00,2026-04-03 22:00:00,2026-04-01 17:36:21
양구,4/3,23,10.0,0.8,65.0,0.0,10.6,7.6,2026-03-31 23:00:00,2026-04-03 23:00:00,2026-04-01 17:36:21
화천,4/1,00,7.0,0.1,80.0,0.0,10.2,7.2,2026-03-31 23:00:00,2026-04-01 00:00:00,2026-04-01 17:36:21
화천,4/1,01,6.0,0.1,70.0,0.0,9.2,6.2,2026-03-31 23:00:00,2026-04-01 01:00:00,2026-04-01 17:36:21
화천,4/1,02,6.0,0.2,75.0,0.0,8.3,5.3,2026-03-31 23:00:00,2026-04-01 02:00:00,2026-04-01 17:36:21
화천,4/1,03,6.0,0.1,80.0,0.0,9.2,6.2,2026-03-31 23:00:00,2026-04-01 03:00:00,2026-04-01 17:36:21
화천,4/1,04,6.0,0.1,80.0,0.0,9.2,6.2,2026-03-31 23:00:00,2026-04-01 04:00:00,2026-04-01 17:36:21
화천,4/1,05,6.0,0.1,85.0,0.0,9.2,6.2,2026-03-31 23:00:00,2026-04-01 05:00:00,2026-04-01 17:36:21
화천,4/1,06,5.0,0.3,85.0,0.0,6.7,3.7,2026-03-31 23:00:00,2026-04-01 06:00:00,2026-04-01 17:36:21
화천,4/1,07,5.0,0.4,90.0,0.0,6.3,3.3,2026-03-31 23:00:00,2026-04-01 07:00:00,2026-04-01 17:36:21
화천,4/1,08,6.0,0.1,80.0,0.0,9.2,6.2,2026-03-31 23:00:00,2026-04-01 08:00:00,2026-04-01 17:36:21
화천,4/1,09,8.0,0.8,75.0,0.0,8.4,5.4,2026-03-31 23:00:00,2026-04-01 09:00:00,2026-04-01 17:36:21
화천,4/1,10,11.0,0.1,55.0,0.0,14.0,11.0,2026-03-31 23:00:00,2026-04-01 10:00:00,2026-04-01 17:36:21
화천,4/1,11,13.0,0.8,45.0,0.0,13.8,10.8,2026-03-31 23:00:00,2026-04-01 11:00:00,2026-04-01 17:36:21
화천,4/1,12,15.0,1.2,35.0,0.0,15.6,12.6,2026-03-31 23:00:00,2026-04-01 12:00:00,2026-04-01 17:36:21
화천,4/1,13,16.0,1.2,35.0,0.0,16.7,13.7,2026-03-31 23:00:00,2026-04-01 13:00:00,2026-04-01 17:36:21
화천,4/1,14,16.0,2.5,30.0,0.0,15.9,12.9,2026-03-31 23:00:00,2026-04-01 14:00:00,2026-04-01 17:36:21
화천,4/1,15,16.0,2.6,25.0,0.0,15.9,12.9,2026-03-31 23:00:00,2026-04-01 15:00:00,2026-04-01 17:36:21
화천,4/1,16,16.0,2.6,25.0,0.0,15.9,12.9,2026-03-31 23:00:00,2026-04-01 16:00:00,2026-04-01 17:36:21
화천,4/1,17,16.0,3.1,25.0,0.0,15.7,12.7,2026-03-31 23:00:00,2026-04-01 17:00:00,2026-04-01 17:36:21
화천,4/1,18,15.0,1.2,20.0,0.0,15.6,12.6,2026-03-31 23:00:00,2026-04-01 18:00:00,2026-04-01 17:36:21
화천,4/1,19,13.0,1.2,30.0,0.0,13.3,10.3,2026-03-31 23:00:00,2026-04-01 19:00:00,2026-04-01 17:36:21
화천,4/1,20,11.0,1.8,40.0,0.0,10.5,7.5,2026-03-31 23:00:00,2026-04-01 20:00:00,2026-04-01 17:36:21
화천,4/1,21,10.0,1.3,45.0,0.0,9.9,6.9,2026-03-31 23:00:00,2026-04-01 21:00:00,2026-04-01 17:36:21
화천,4/1,22,9.0,1.0,55.0,0.0,9.1,6.1,2026-03-31 23:00:00,2026-04-01 22:00:00,2026-04-01 17:36:21
화천,4/1,23,8.0,0.1,55.0,0.0,11.1,8.1,2026-03-31 23:00:00,2026-04-01 23:00:00,2026-04-01 17:36:21
화천,4/2,00,8.0,0.1,65.0,0.0,11.1,8.1,2026-03-31 23:00:00,2026-04-02 00:00:00,2026-04-01 17:36:21
화천,4/2,01,7.0,0.5,85.0,0.0,8.0,5.0,2026-03-31 23:00:00,2026-04-02 01:00:00,2026-04-01 17:36:21
화천,4/2,02,6.0,0.4,85.0,0.0,7.3,4.3,2026-03-31 23:00:00,2026-04-02 02:00:00,2026-04-01 17:36:21
화천,4/2,03,6.0,0.8,85.0,0.0,6.2,3.2,2026-03-31 23:00:00,2026-04-02 03:00:00,2026-04-01 17:36:21
화천,4/2,04,5.0,0.4,90.0,0.0,6.3,3.3,2026-03-31 23:00:00,2026-04-02 04:00:00,2026-04-01 17:36:21
화천,4/2,05,4.0,0.5,90.0,0.0,4.9,1.9,2026-03-31 23:00:00,2026-04-02 05:00:00,2026-04-01 17:36:21
화천,4/2,06,4.0,0.5,90.0,0.0,4.9,1.9,2026-03-31 23:00:00,2026-04-02 06:00:00,2026-04-01 17:36:21
화천,4/2,07,4.0,0.4,90.0,0.0,5.2,2.2,2026-03-31 23:00:00,2026-04-02 07:00:00,2026-04-01 17:36:21
화천,4/2,08,5.0,0.1,85.0,0.0,8.3,5.3,2026-03-31 23:00:00,2026-04-02 08:00:00,2026-04-01 17:36:21
화천,4/2,09,8.0,0.8,75.0,0.0,8.4,5.4,2026-03-31 23:00:00,2026-04-02 09:00:00,2026-04-01 17:36:21
화천,4/2,10,12.0,1.2,55.0,0.0,12.2,9.2,2026-03-31 23:00:00,2026-04-02 10:00:00,2026-04-01 17:36:21
화천,4/2,11,14.0,0.8,45.0,0.0,14.9,11.9,2026-03-31 23:00:00,2026-04-02 11:00:00,2026-04-01 17:36:21
화천,4/2,12,16.0,0.5,35.0,0.0,17.5,14.5,2026-03-31 23:00:00,2026-04-02 12:00:00,2026-04-01 17:36:21
화천,4/2,13,18.0,1.2,30.0,0.0,19.0,16.0,2026-03-31 23:00:00,2026-04-02 13:00:00,2026-04-01 17:36:21
화천,4/2,14,18.0,1.8,25.0,0.0,18.6,15.6,2026-03-31 23:00:00,2026-04-02 14:00:00,2026-04-01 17:36:21
화천,4/2,15,19.0,2.4,25.0,0.0,19.5,16.5,2026-03-31 23:00:00,2026-04-02 15:00:00,2026-04-01 17:36:21
화천,4/2,16,19.0,1.8,30.0,0.0,19.8,16.8,2026-03-31 23:00:00,2026-04-02 16:00:00,2026-04-01 17:36:21
화천,4/2,17,19.0,1.2,35.0,0.0,20.1,17.1,2026-03-31 23:00:00,2026-04-02 17:00:00,2026-04-01 17:36:21
화천,4/2,18,17.0,0.1,40.0,0.0,19.8,16.8,2026-03-31 23:00:00,2026-04-02 18:00:00,2026-04-01 17:36:21
화천,4/2,19,14.0,0.5,50.0,0.0,15.4,12.4,2026-03-31 23:00:00,2026-04-02 19:00:00,2026-04-01 17:36:21
화천,4/2,20,12.0,0.8,55.0,0.0,12.7,9.7,2026-03-31 23:00:00,2026-04-02 20:00:00,2026-04-01 17:36:21
화천,4/2,21,10.0,0.8,65.0,0.0,10.6,7.6,2026-03-31 23:00:00,2026-04-02 21:00:00,2026-04-01 17:36:21
화천,4/2,22,8.0,0.5,70.0,0.0,9.1,6.1,2026-03-31 23:00:00,2026-04-02 22:00:00,2026-04-01 17:36:21
화천,4/2,23,7.0,0.2,75.0,0.0,9.3,6.3,2026-03-31 23:00:00,2026-04-02 23:00:00,2026-04-01 17:36:21
화천,4/3,00,6.0,0.1,75.0,0.0,9.2,6.2,2026-03-31 23:00:00,2026-04-03 00:00:00,2026-04-01 17:36:21
화천,4/3,01,5.0,0.1,80.0,0.0,8.3,5.3,2026-03-31 23:00:00,2026-04-03 01:00:00,2026-04-01 17:36:21
화천,4/3,02,3.0,0.1,80.0,0.0,6.3,3.3,2026-03-31 23:00:00,2026-04-03 02:00:00,2026-04-01 17:36:21
화천,4/3,03,3.0,0.1,80.0,0.0,6.3,3.3,2026-03-31 23:00:00,2026-04-03 03:00:00,2026-04-01 17:36:21
화천,4/3,04,2.0,0.1,85.0,0.0,5.4,2.4,2026-03-31 23:00:00,2026-04-03 04:00:00,2026-04-01 17:36:21
화천,4/3,05,2.0,0.1,85.0,0.0,5.4,2.4,2026-03-31 23:00:00,2026-04-03 05:00:00,2026-04-01 17:36:21
화천,4/3,06,2.0,0.4,85.0,0.0,3.2,0.2,2026-03-31 23:00:00,2026-04-03 06:00:00,2026-04-01 17:36:21
화천,4/3,07,1.0,0.5,85.0,0.0,1.7,-1.3,2026-03-31 23:00:00,2026-04-03 07:00:00,2026-04-01 17:36:21
화천,4/3,08,3.0,1.3,75.0,0.0,2.0,-1.0,2026-03-31 23:00:00,2026-04-03 08:00:00,2026-04-01 17:36:21
화천,4/3,09,6.0,1.8,70.0,0.0,4.7,1.7,2026-03-31 23:00:00,2026-04-03 09:00:00,2026-04-01 17:36:21
화천,4/3,10,9.0,2.5,55.0,0.0,7.6,4.6,2026-03-31 23:00:00,2026-04-03 10:00:00,2026-04-01 17:36:21
화천,4/3,11,11.0,2.4,50.0,0.0,10.1,7.1,2026-03-31 23:00:00,2026-04-03 11:00:00,2026-04-01 17:36:21
화천,4/3,12,14.0,2.7,40.0,0.0,13.4,10.4,2026-03-31 23:00:00,2026-04-03 12:00:00,2026-04-01 17:36:21
화천,4/3,13,16.0,3.5,35.0,0.0,15.5,12.5,2026-03-31 23:00:00,2026-04-03 13:00:00,2026-04-01 17:36:21
화천,4/3,14,17.0,3.9,35.0,0.0,16.6,13.6,2026-03-31 23:00:00,2026-04-03 14:00:00,2026-04-01 17:36:21
화천,4/3,15,18.0,3.8,30.0,0.0,17.9,14.9,2026-03-31 23:00:00,2026-04-03 15:00:00,2026-04-01 17:36:21
화천,4/3,16,19.0,3.8,35.0,0.0,19.1,16.1,2026-03-31 23:00:00,2026-04-03 16:00:00,2026-04-01 17:36:21
화천,4/3,17,18.0,3.1,40.0,0.0,18.1,15.1,2026-03-31 23:00:00,2026-04-03 17:00:00,2026-04-01 17:36:21
화천,4/3,18,16.0,1.1,45.0,0.0,16.8,13.8,2026-03-31 23:00:00,2026-04-03 18:00:00,2026-04-01 17:36:21
화천,4/3,19,15.0,1.0,50.0,0.0,15.8,12.8,2026-03-31 23:00:00,2026-04-03 19:00:00,2026-04-01 17:36:21
화천,4/3,20,14.0,1.2,60.0,0.0,14.5,11.5,2026-03-31 23:00:00,2026-04-03 20:00:00,2026-04-01 17:36:21
화천,4/3,21,13.0,0.1,65.0,0.0,15.9,12.9,2026-03-31 23:00:00,2026-04-03 21:00:00,2026-04-01 17:36:21
화천,4/3,22,11.0,0.6,65.0,0.0,12.0,9.0,2026-03-31 23:00:00,2026-04-03 22:00:00,2026-04-01 17:36:21
화천,4/3,23,10.0,0.1,70.0,0.0,13.0,10.0,2026-03-31 23:00:00,2026-04-03 23:00:00,2026-04-01 17:36:21
고성,4/1,00,5.0,0.4,75.0,0.0,6.3,3.3,2026-03-31 23:00:00,2026-04-01 00:00:00,2026-04-01 17:36:21
고성,4/1,01,5.0,0.8,90.0,0.0,5.1,2.1,2026-03-31 23:00:00,2026-04-01 01:00:00,2026-04-01 17:36:21
고성,4/1,02,5.0,0.8,85.0,0.0,5.1,2.1,2026-03-31 23:00:00,2026-04-01 02:00:00,2026-04-01 17:36:21
고성,4/1,03,5.0,0.5,90.0,0.0,5.9,2.9,2026-03-31 23:00:00,2026-04-01 03:00:00,2026-04-01 17:36:21
고성,4/1,04,5.0,0.1,85.0,0.0,8.3,5.3,2026-03-31 23:00:00,2026-04-01 04:00:00,2026-04-01 17:36:21
고성,4/1,05,5.0,0.1,90.0,0.0,8.3,5.3,2026-03-31 23:00:00,2026-04-01 05:00:00,2026-04-01 17:36:21
고성,4/1,06,5.0,0.8,85.0,0.0,5.1,2.1,2026-03-31 23:00:00,2026-04-01 06:00:00,2026-04-01 17:36:21
고성,4/1,07,5.0,1.2,90.0,0.0,4.4,1.4,2026-03-31 23:00:00,2026-04-01 07:00:00,2026-04-01 17:36:21
고성,4/1,08,8.0,1.2,85.0,0.0,7.7,4.7,2026-03-31 23:00:00,2026-04-01 08:00:00,2026-04-01 17:36:21
고성,4/1,09,10.0,1.8,85.0,0.0,9.3,6.3,2026-03-31 23:00:00,2026-04-01 09:00:00,2026-04-01 17:36:21
고성,4/1,10,11.0,1.2,75.0,0.0,11.1,8.1,2026-03-31 23:00:00,2026-04-01 10:00:00,2026-04-01 17:36:21
고성,4/1,11,12.0,0.6,65.0,0.0,13.1,10.1,2026-03-31 23:00:00,2026-04-01 11:00:00,2026-04-01 17:36:21
고성,4/1,12,13.0,0.1,60.0,0.0,15.9,12.9,2026-03-31 23:00:00,2026-04-01 12:00:00,2026-04-01 17:36:21
고성,4/1,13,13.0,1.8,60.0,0.0,12.8,9.8,2026-03-31 23:00:00,2026-04-01 13:00:00,2026-04-01 17:36:21
고성,4/1,14,13.0,2.5,60.0,0.0,12.4,9.4,2026-03-31 23:00:00,2026-04-01 14:00:00,2026-04-01 17:36:21
고성,4/1,15,13.0,2.7,65.0,0.0,12.3,9.3,2026-03-31 23:00:00,2026-04-01 15:00:00,2026-04-01 17:36:21
고성,4/1,16,13.0,2.5,65.0,0.0,12.4,9.4,2026-03-31 23:00:00,2026-04-01 16:00:00,2026-04-01 17:36:21
고성,4/1,17,13.0,1.2,60.0,0.0,13.3,10.3,2026-03-31 23:00:00,2026-04-01 17:00:00,2026-04-01 17:36:21
고성,4/1,18,12.0,0.1,55.0,0.0,15.0,12.0,2026-03-31 23:00:00,2026-04-01 18:00:00,2026-04-01 17:36:21
고성,4/1,19,11.0,1.8,60.0,0.0,10.5,7.5,2026-03-31 23:00:00,2026-04-01 19:00:00,2026-04-01 17:36:21
고성,4/1,20,11.0,0.1,35.0,0.0,14.0,11.0,2026-03-31 23:00:00,2026-04-01 20:00:00,2026-04-01 17:36:21
고성,4/1,21,10.0,1.2,20.0,0.0,10.0,7.0,2026-03-31 23:00:00,2026-04-01 21:00:00,2026-04-01 17:36:21
고성,4/1,22,9.0,2.4,25.0,0.0,7.7,4.7,2026-03-31 23:00:00,2026-04-01 22:00:00,2026-04-01 17:36:21
고성,4/1,23,9.0,2.4,50.0,0.0,7.7,4.7,2026-03-31 23:00:00,2026-04-01 23:00:00,2026-04-01 17:36:21
고성,4/2,00,8.0,2.4,65.0,0.0,6.5,3.5,2026-03-31 23:00:00,2026-04-02 00:00:00,2026-04-01 17:36:21
고성,4/2,01,8.0,1.7,85.0,0.0,7.1,4.1,2026-03-31 23:00:00,2026-04-02 01:00:00,2026-04-01 17:36:21
고성,4/2,02,8.0,1.8,85.0,0.0,7.0,4.0,2026-03-31 23:00:00,2026-04-02 02:00:00,2026-04-01 17:36:21
고성,4/2,03,8.0,1.8,85.0,0.0,7.0,4.0,2026-03-31 23:00:00,2026-04-02 03:00:00,2026-04-01 17:36:21
고성,4/2,04,7.0,1.2,90.0,0.0,6.6,3.6,2026-03-31 23:00:00,2026-04-02 04:00:00,2026-04-01 17:36:21
고성,4/2,05,7.0,1.1,90.0,0.0,6.8,3.8,2026-03-31 23:00:00,2026-04-02 05:00:00,2026-04-01 17:36:21
고성,4/2,06,7.0,0.1,90.0,0.0,10.2,7.2,2026-03-31 23:00:00,2026-04-02 06:00:00,2026-04-01 17:36:21
고성,4/2,07,7.0,0.5,85.0,0.0,8.0,5.0,2026-03-31 23:00:00,2026-04-02 07:00:00,2026-04-01 17:36:21
고성,4/2,08,11.0,0.7,75.0,0.0,11.8,8.8,2026-03-31 23:00:00,2026-04-02 08:00:00,2026-04-01 17:36:21
고성,4/2,09,13.0,0.6,70.0,0.0,14.2,11.2,2026-03-31 23:00:00,2026-04-02 09:00:00,2026-04-01 17:36:21
고성,4/2,10,14.0,0.2,65.0,0.0,16.3,13.3,2026-03-31 23:00:00,2026-04-02 10:00:00,2026-04-01 17:36:21
고성,4/2,11,14.0,1.0,65.0,0.0,14.7,11.7,2026-03-31 23:00:00,2026-04-02 11:00:00,2026-04-01 17:36:21
고성,4/2,12,15.0,1.2,65.0,0.0,15.6,12.6,2026-03-31 23:00:00,2026-04-02 12:00:00,2026-04-01 17:36:21
고성,4/2,13,15.0,1.8,65.0,0.0,15.1,12.1,2026-03-31 23:00:00,2026-04-02 13:00:00,2026-04-01 17:36:21
고성,4/2,14,15.0,2.7,65.0,0.0,14.6,11.6,2026-03-31 23:00:00,2026-04-02 14:00:00,2026-04-01 17:36:21
고성,4/2,15,15.0,3.9,70.0,0.0,14.2,11.2,2026-03-31 23:00:00,2026-04-02 15:00:00,2026-04-01 17:36:21
고성,4/2,16,16.0,2.0,65.0,0.0,16.2,13.2,2026-03-31 23:00:00,2026-04-02 16:00:00,2026-04-01 17:36:21
고성,4/2,17,15.0,1.5,70.0,0.0,15.3,12.3,2026-03-31 23:00:00,2026-04-02 17:00:00,2026-04-01 17:36:21
고성,4/2,18,14.0,0.2,70.0,0.0,16.3,13.3,2026-03-31 23:00:00,2026-04-02 18:00:00,2026-04-01 17:36:21
고성,4/2,19,12.0,1.7,75.0,0.0,11.7,8.7,2026-03-31 23:00:00,2026-04-02 19:00:00,2026-04-01 17:36:21
고성,4/2,20,12.0,0.4,65.0,0.0,13.6,10.6,2026-03-31 23:00:00,2026-04-02 20:00:00,2026-04-01 17:36:21
고성,4/2,21,12.0,1.0,55.0,0.0,12.5,9.5,2026-03-31 23:00:00,2026-04-02 21:00:00,2026-04-01 17:36:21
고성,4/2,22,12.0,1.2,55.0,0.0,12.2,9.2,2026-03-31 23:00:00,2026-04-02 22:00:00,2026-04-01 17:36:21
고성,4/2,23,11.0,1.0,55.0,0.0,11.4,8.4,2026-03-31 23:00:00,2026-04-02 23:00:00,2026-04-01 17:36:21
고성,4/3,00,10.0,1.2,55.0,0.0,10.0,7.0,2026-03-31 23:00:00,2026-04-03 00:00:00,2026-04-01 17:36:21
고성,4/3,01,10.0,3.7,55.0,0.0,8.1,5.1,2026-03-31 23:00:00,2026-04-03 01:00:00,2026-04-01 17:36:21
고성,4/3,02,10.0,3.8,55.0,0.0,8.1,5.1,2026-03-31 23:00:00,2026-04-03 02:00:00,2026-04-01 17:36:21
고성,4/3,03,9.0,3.4,55.0,0.0,7.1,4.1,2026-03-31 23:00:00,2026-04-03 03:00:00,2026-04-01 17:36:21
고성,4/3,04,9.0,3.1,60.0,0.0,7.2,4.2,2026-03-31 23:00:00,2026-04-03 04:00:00,2026-04-01 17:36:21
고성,4/3,05,9.0,2.8,60.0,0.0,7.4,4.4,2026-03-31 23:00:00,2026-04-03 05:00:00,2026-04-01 17:36:21
고성,4/3,06,8.0,2.8,60.0,0.0,6.2,3.2,2026-03-31 23:00:00,2026-04-03 06:00:00,2026-04-01 17:36:21
고성,4/3,07,9.0,3.3,60.0,0.0,7.1,4.1,2026-03-31 23:00:00,2026-04-03 07:00:00,2026-04-01 17:36:21
고성,4/3,08,11.0,4.5,55.0,0.0,9.0,6.0,2026-03-31 23:00:00,2026-04-03 08:00:00,2026-04-01 17:36:21
고성,4/3,09,14.0,4.9,50.0,0.0,12.6,9.6,2026-03-31 23:00:00,2026-04-03 09:00:00,2026-04-01 17:36:21
고성,4/3,10,15.0,4.5,50.0,0.0,14.0,11.0,2026-03-31 23:00:00,2026-04-03 10:00:00,2026-04-01 17:36:21
고성,4/3,11,16.0,3.9,45.0,0.0,15.4,12.4,2026-03-31 23:00:00,2026-04-03 11:00:00,2026-04-01 17:36:21
고성,4/3,12,17.0,2.7,45.0,0.0,17.0,14.0,2026-03-31 23:00:00,2026-04-03 12:00:00,2026-04-01 17:36:21
고성,4/3,13,18.0,3.6,45.0,0.0,17.9,14.9,2026-03-31 23:00:00,2026-04-03 13:00:00,2026-04-01 17:36:21
고성,4/3,14,19.0,4.4,45.0,0.0,19.0,16.0,2026-03-31 23:00:00,2026-04-03 14:00:00,2026-04-01 17:36:21
고성,4/3,15,19.0,3.6,45.0,0.0,19.1,16.1,2026-03-31 23:00:00,2026-04-03 15:00:00,2026-04-01 17:36:21
고성,4/3,16,19.0,2.5,45.0,0.0,19.5,16.5,2026-03-31 23:00:00,2026-04-03 16:00:00,2026-04-01 17:36:21
고성,4/3,17,18.0,1.7,50.0,0.0,18.7,15.7,2026-03-31 23:00:00,2026-04-03 17:00:00,2026-04-01 17:36:21
고성,4/3,18,17.0,1.6,55.0,0.0,17.6,14.6,2026-03-31 23:00:00,2026-04-03 18:00:00,2026-04-01 17:36:21
고성,4/3,19,16.0,0.7,55.0,0.0,17.2,14.2,2026-03-31 23:00:00,2026-04-03 19:00:00,2026-04-01 17:36:21
고성,4/3,20,15.0,1.1,60.0,0.0,15.7,12.7,2026-03-31 23:00:00,2026-04-03 20:00:00,2026-04-01 17:36:21
고성,4/3,21,14.0,1.6,60.0,0.0,14.1,11.1,2026-03-31 23:00:00,2026-04-03 21:00:00,2026-04-01 17:36:21
고성,4/3,22,14.0,2.4,55.0,0.0,13.6,10.6,2026-03-31 23:00:00,2026-04-03 22:00:00,2026-04-01 17:36:21
고성,4/3,23,13.0,3.7,55.0,0.0,11.8,8.8,2026-03-31 23:00:00,2026-04-03 23:00:00,2026-04-01 17:36:21
